,Type of Program,Type of Residency,PGY1 Subtype,PGY2 Specialty,Area of Emphasis,Primary Setting,Teaching and Learning Curriculum,Description of opportunity,Residency Accreditation,ACCP Peer Reviewed Research Fellowship,Preceptor,Institution,Length (Yrs),Start Date,Stipend,Number of These Positions,Number of OTHER postgraduate positions at program location,Region,On-call hours per month,Staffing hours per month,Program Website,Training Program Video,Training Program Twitter Handle,Contact,Conact,Web ID,Last Modified
17,Fellowship,,,,,College or University,,"The University of the Pacific Fellowship in Industry Program in partnership with Flow Therapy aims to provide exceptional industry training for PharmD graduates. The goal of the program is to prepare fellows for a career in the pharmaceutical industry by focusing on developing technical, leadership and communication skills.

This one-year marketing/MSL Fellowship at Flow Therapy offers a unique opportunity to pair one’s PharmD training, and clinical cardiology interest with hands-on commercial experience in the cardiovascular therapy and medical device industries. The fellow will work in the Austin, TX region and provide medical communication to existing and potential medical providers/KOLs that refer patients to Flow Therapy’s External Counterpulsation (ECP) program. ",,,"Sachin Shah, PharmD, FACC, FAHA",University of the Pacific,1,"July 01, 2021","$50,000.00",1,1,,,,https://pharmacy.pacific.edu/pharmacy/fellowship/flow-therapy,,,"Sachin Shah, PharmD, FACC, FAHAUniversity of the Pacific3601 Pacific Avenue,Thomas J. Long School of PharmacyStockton, CA 95211707-423-3277  (Phone)pharmfip@pacific.edu","Sachin Shah, PharmD, FACC, FAHAUniversity of the Pacific3601 Pacific Avenue,Thomas J. Long School of PharmacyStockton, CA 95211707-423-3277  (Phone)pharmfip@pacific.edu",W-7543,"August 16, 2021"
18,Fellowship,,,,,College or University,,"The fellowship will be built mainly around research and formal scholarly-related course work (75% effort), with a focus on cardiovascular diseases.  In addition, the fellow will contribute to clinical practice (10% effort), teaching (10% effort), and other scholarly activities (5% effort).  Dr. Tien Ng will direct the fellowship activities and schedule, and provide instruction in the conduct of clinical-translational and epidemiologic research.  Other faculty and staff members of the School of Pharmacy and/or Division of Cardiovascular Medicine will contribute to specific training including clinical skills (as needed to develop content expertise).  The goal is to provide the fellow with the requisite skills and experience to be competent in developing an independent research/scholarly program associated with success in academia. ",,,Tien Ng,University of Southern California,2,"July 01, 2021","$60,000.00",1,,Southwest,,,http://www.usc.edu/schools/pharmacy/residency_fellows,,,"Tien NgUniversity of Southern CaliforniaSchool of Pharmacy1985 Zonal AveLos Angeles, CA 90033(323) 442-1840 (Phone)tienng@usc.edu","Tien NgUniversity of Southern CaliforniaSchool of Pharmacy1985 Zonal AveLos Angeles, CA 90033(323) 442-1840 (Phone)tienng@usc.edu",W-5007,"July 22, 2021"
19,Fellowship,,,,,College or University,,"This 2-year Cardiovascular Outcomes Fellowship is designed to develop the candidate’s knowledge of cardiovascular pharmacotherapy and research skills necessary for a successful outcomes research career. The fellowship will provide knowledge and experience in grant writing, study design, outcomes research methodology, statistical analysis, abstract preparation/presentation, and manuscript preparation. The fellow is expected to design and conduct original clinical research and participate in an ongoing cardiovascular outcomes research program. The fellow will participate in didactic and clinical education of PharmD students. Graduate level coursework is available. Dr. Jackevicius’ research in cardiovascular outcomes has received international attention, being published widely in high-impact journals, such as, NEJM, JAMA, and Circulation.",,,"Cynthia Jackevicius, BScPhm, PharmD, MSc, BCPS, BCCP, FAHA, FCCP, FCCS, FACC",Western University of Health Sciences,2,"July 01, 2023","$58,000.00",1,,Pacific,,,,,,"Cynthia Jackevicius, BScPhm, PharmD, MSc, BCPS, BCCP, FAHA, FCCP, FCCS, FACCWestern University of Health Sciences309 E. Second StPomona, CA 90046909-469-5527 (Phone)cjackevicius@westernu.edu","Cynthia Jackevicius, BScPhm, PharmD, MSc, BCPS, BCCP, FAHA, FCCP, FCCS, FACCWestern University of Health Sciences309 E. Second StPomona, CA 90046909-469-5527 (Phone)cjackevicius@westernu.edu",W-5297,"July 16, 2022"
20,Fellowship,,,,,College or University,,"The VCU School of Pharmacy offers a 2-3 year post-doctoral fellowship to prepare applicants for a career in academic research. Fellows will have the opportunity to work with faculty in the School of Medicine and School of Pharmacy to conduct both pre-clinical models and human clinical trials. Additional training will include instruction in experimental design, human subjects research, laboratory techniques, grant writing, and biostatistics. 

Fellows will also be required to participate in PharmD didactic education and maintain a clinical practice site in ambulatory or inpatient care settings.

NOTE: Position may not be available every year. Please check with program director for availability.",,,"Benjamin Van Tassell, PharmD, BCPS, FCCP",Virginia Commonwealth University,2,"July 01, 2020","$50,000.00",1,,Southeast,20,,,,,"Benjamin Van Tassell, PharmD, BCPS, FCCPVirginia Commonwealth University410 North 12th StreetVCU School of PharmacyRichmond, VA 23298-0513(804) 828-4583 (Phone)bvantassell@vcu.edu","Benjamin Van Tassell, PharmD, BCPS, FCCPVirginia Commonwealth University410 North 12th StreetVCU School of PharmacyRichmond, VA 23298-0513(804) 828-4583 (Phone)bvantassell@vcu.edu",W-6376,"August 17, 2022"
21,Fellowship,,,,,College or University,,"The MCW School of Pharmacy offers two academic research fellowships with training in cardiovascular disease and primary care. The goal of the cardiovascular fellowship is to prepare the next generation of cardiovascular scientists to launch and sustain a successful research career. This three-year training commitment emphasizes: 1) individualized development plans, 2) personalized multidisciplinary mentoring teams, 3) training in core competencies, and 4) industry/biotechnology or scientific liaison career options for trainees not pursuing a traditional career in academia. This program is in a collaborative research environment with access to an extensive research infrastructure. Fellows will also be required to participate in PharmD didactic education and maintain a clinical practice site in ambulatory or inpatient care settings.
",,,"George E. MacKinnon III, PhD, MS, RPh",MCW School of Pharmacy,3,"July 01, 2018",,1,,,,,,,,"George E. MacKinnon III, PhD, MS, RPhMCW School of Pharmacy8701 Watertown Plank RoadMilwaukee, WI 532264149552850 (Phone)gmackinnon@mcw.edu","George E. MacKinnon III, PhD, MS, RPhMCW School of Pharmacy8701 Watertown Plank RoadMilwaukee, WI 532264149552850 (Phone)gmackinnon@mcw.edu",W-6950,"August 17, 2021"
22,Fellowship,,,,,College or University,,"The purpose of this fellowship is to provide an intensive training experience in clinical pharmacogenomic research and implementation, in a large health care setting. The program will provide the fellow with two to three years of postdoctoral research education including didactic instruction, mentored research experience (75% effort), and clinical pharmacogenomic implementation experience. Fellows will participate in the clinical analysis and interpretation of pharmacogenomic data; clinical pharmacogenomic program implementation, outcome evaluation, and management; and design and integration of clinical decision support tools in the electronic health record. Fellows will also take graduate-level coursework at the University of Colorado, with the goal of obtaining a Master’s degree in Clinical Science (MSCS) or Public Health (MPH).",,,"Christina Aquilante, PharmD",University of Colorado Skaggs School of Pharmacy and Pharmaceutical Sciences,2,"July 03, 2023","$50,000.00",1,,Rocky Mountain,,,,,,"Christina Aquilante, PharmDUniversity of Colorado Skaggs School of Pharmacy and Pharmaceutical Sciences12850 East Montview BlvdMail Stop C238Aurora, CO 80045303-724-6126 (Phone)christina.aquilante@cuanschutz.edu","Christina Aquilante, PharmDUniversity of Colorado Skaggs School of Pharmacy and Pharmaceutical Sciences12850 East Montview BlvdMail Stop C238Aurora, CO 80045303-724-6126 (Phone)christina.aquilante@cuanschutz.edu",W-7442,"August 19, 2022"
23,Fellowship,,,,,College or University,,"This fellowship aims to prepare the trainee for an independent research career in the area of pharmacogenomics. The fellow will primarily be involved with clinical pharmacogenomics implementation research. Additional fellowship experiences include involvement in the pharmacogenomics clinic and consult service, grant-writing, development of laboratory-based skills as based on the applicant’s interests, biobank research, genomic and other -omic data analysis, preparation of abstracts and manuscripts, presentation of research at national meetings. Fellows will have the option to obtain a Master’s Degree. Doctor of Pharmacy degree and PGY1 residency required. Salary will follow NIH level stipend recommendations.",,,"Sony Tuteja, PharmD, MS, BCPS",Perelman School of Medicine at the University of Pennsylvania,2,"July 01, 2023","$55,224.00",1,,Northeast,,,https://www.pennmedicine.org/departments-and-centers/department-of-medicine/divisions/translational-medicine-human-genetics/education-and-training/pharmacogenetics-fellowship,,,"Sony Tuteja, PharmD, MS, BCPSPerelman School of Medicine at the University of Pennsylvania3400 Spruces StreetMaloney Bldg, 9013Philadelphia, PA 19104215-615-8785  (Phone)sonyt@pennmedicine.upenn.edu","Sony Tuteja, PharmD, MS, BCPSPerelman School of Medicine at the University of Pennsylvania3400 Spruces StreetMaloney Bldg, 9013Philadelphia, PA 19104215-615-8785  (Phone)sonyt@pennmedicine.upenn.edu",W-7346,"August 30, 2022"
24,Fellowship,,,,,College or University,,"The University of Pittsburgh School of Pharmacy offers a 2-year fellowship designed to provide a strong foundation in clinical pharmacogenomics (PGx), implementation science, and translational research. Our goal is to train future independent researchers, faculty members, and health system leaders with a solid foundation in PGx and precision medicine.  Fellows will conduct research with the objective of advancing the science and application of PGx and precision medicine. They will participate in ongoing the UPMC Clinical Pharmacogenomics Service, the PreCISE-Rx initiative, the Primary Care Precision Medicine Clinic, Test2Learn training program, the Pharmacogenomics Center of Excellence as well as nationally-funded pharmacogenomics research projects. Please visit our website for more information and application instructions. 


",,,"Philip Empey, PharmD, PhD, FCCP",University of Pittsburgh/UPMC,2,"July 01, 2022",,1,6,,,,http://www.pharmacy.pitt.edu/programs/residency/fellowships/pharmacogenomics_fellowship.php,,@pittpgx,"Philip Empey, PharmD, PhD, FCCPUniversity of Pittsburgh/UPMC335 Sutherland DrSchool of Pharmacy; 205 Salk PavilionPIttsburgh, PA 152614126487219 (Phone)pempey@pitt.edu","Philip Empey, PharmD, PhD, FCCPUniversity of Pittsburgh/UPMC335 Sutherland DrSchool of Pharmacy; 205 Salk PavilionPIttsburgh, PA 152614126487219 (Phone)pempey@pitt.edu",W-7549,"October 10, 2021"
25,Fellowship,,,,,College or University,,"The UCSF Division of Clinical Pharmacology & Experimental Therapeutics sponsors postdoctoral research fellowships.  The principal goal is to provide an intensive experience in scientific investigation.  PharmDs in early postdoctoral years (preferably after residency training) are eligible. 

Fellows are expected to develop expertise in one or more of the following research areas: Principles or mechanisms of drug action/toxicity; Drug discovery & development (including post-marketing surveillance); Pharmacogenomics; Health Services Research (including studies of drug use & effects, pharmacoepidemiology, and optimizing drug use). Fellows will gain specific research skills including design of clinical trials, statistical analysis & research criticism skills, scientific writing, and familiarity with activities of IRB for human research. ",,,"Leslie Carstensen Floren, PharmD, MA",University of California San Francisco,2,"July 01, 2023",,5,,Pacific,,,https://clinpharm.ucsf.edu/fellowship/research_fellowships.html,,,"Leslie Carstensen Floren, PharmD, MAUniversity of California San Francisco533 Parnassus AvenueRoom S-840San Francisco, CA 941434155143559 (Phone)leslie.floren@ucsf.edu","Leslie Carstensen Floren, PharmD, MAUniversity of California San Francisco533 Parnassus AvenueRoom S-840San Francisco, CA 941434155143559 (Phone)leslie.floren@ucsf.edu",W-7269,"July 26, 2022"
26,Fellowship,,,,,College or University,,"The principal goal of this UCSF School of Pharmacy sponsored fellowship is to provide an intensive experience in scientific investigation.  PharmDs in early postdoctoral years (preferably after general residency training) are eligible. 

Fellows are expected to develop expertise in one or more of the following research areas
1)  Fundamental research on principles or mechanisms of drug action or toxicity
2)  Drug discovery and development (including post-marketing surveillance)
3)  Pharmacogenomics
4)  Health Services Research (including studies of drug use and effects, pharmacoepidemiology and optimizing drug use. 

Fellows will gain research skills in design of clinical trials, statistical analysis and research criticism skills, scientific writing including grant writing, and required IRB activities for the conduct of human research. ",,,"Leslie Carstensen Floren, PharmD, MA",University of California San Francisco,2,"July 01, 2024","$55,000.00",1,,Pacific,,,https://clinpharm.ucsf.edu/fellowship/research_fellowships.html,,,"Leslie Carstensen Floren, PharmD, MAUniversity of California San Francisco533 Parnassus AvenueRoom S-840San Francisco, CA 94143415514355 (Phone)Leslie.Floren@ucsf.edu","Leslie Carstensen Floren, PharmD, MAUniversity of California San Francisco533 Parnassus AvenueRoom S-840San Francisco, CA 94143415514355 (Phone)Leslie.Floren@ucsf.edu",W-7271,"July 26, 2022"
27,Fellowship,,,,,College or University,,"The Division of Clinical Pharmacology offers a 2-year fellowship funded by the National Institutes of Health/National Institute of General Medicine (NIH/NIGMS). Our fellowship program provides outstanding research opportunities at IU School of Medicine under the guidance of NIH-funded faculty. This research is designed to improve understanding and predicting human therapeutic drug responses. This research encompasses basic, clinical, translational, and quantitative pharmacology. 

The division is located within a diverse research environment in one of the largest medical centers in the country. Our mission is to carry out research and clinical activities that improve rational therapy for the treatment of disease. // 

3 openings now; 2 beginning 7/1/23 //  
Our training program is certified by the American Board of Clinical Pharmacology",,,Cheryl Weatherholt,Indiana University School of Medicine - Division of Clinical Pharmacology,2,"September 01, 2022","$54,840.00",6,,Midwest,,,https://medicine.iu.edu/internal-medicine/specialties/clinical-pharmacology/education/fellowship,,,"Cheryl WeatherholtIndiana University School of Medicine - Division of Clinical Pharmacology950 W Walnut StreetRoom 402Indianapolis, IN 46202317-274-2810 (Phone)weatherc@iu.edu","Cheryl WeatherholtIndiana University School of Medicine - Division of Clinical Pharmacology950 W Walnut StreetRoom 402Indianapolis, IN 46202317-274-2810 (Phone)weatherc@iu.edu",W-7950,"July 19, 2022"
28,Fellowship,,,,,Other,,"Priovant Therapeutics develops therapies that address high unmet need in autoimmune disease. The Fellow will have the opportunity to gain hands-on drug development experience focused on translational medicine, clinical pharmacology, and clinical development. 

Responsibilities 
Help create nonclinical, clinical pharmacology, and clinical development strategies for Priovant assets 
Participate in design, analysis, interpretation of nonclinical and clinical studies 
Help draft study-related and regulatory documents 
Exploratory quantitative analyses using nonclinical and clinical data 
Literature reviews and benchmarking analyses to aid decision making 
Work on cross-functional project activities to make meaningful contributions to research programs for investigational drugs ",,,Megan Huey,Priovant Therapeutics,1,"April 01, 2022",$0.00,1,,Southeast,,,https://priovanttx.com/apply.html?gh_jid=4321454004,,,"Megan HueyPriovant Therapeutics1007 Slater RoadSuite 250Durham, NC 277039194621300 (Phone)megan.huey@priovanttx.com","Megan HueyPriovant Therapeutics1007 Slater RoadSuite 250Durham, NC 277039194621300 (Phone)megan.huey@priovanttx.com",W-8171,"March 10, 2022"
29,Fellowship,,,,,Academic Health System,,The University of Illinois Chicago (UIC) College of Pharmacy’s Department of Pharmacy Practice is offering a two-year combined fellowship experience in critical care & infectious diseases to develop advanced competencies in both clinical and translational research and clinical practice.,,,Scott Benken,University of Illinois at Chicago College of Pharmacy ,2,"July 01, 2023","$52,000.00",1,30,Midwest,,,https://pharmacy.uic.edu/programs/residency-and-fellowhip/fellowships/critical-care-infectious-disease-pharmacotherapy-fellowship/,,,"Scott BenkenUniversity of Illinois at Chicago College of Pharmacy 833 S Wood StreetRoom 164Chicago, IL 60612(312)355-4107 (Phone)benken@uic.edu","Scott BenkenUniversity of Illinois at Chicago College of Pharmacy 833 S Wood StreetRoom 164Chicago, IL 60612(312)355-4107 (Phone)benken@uic.edu",W-8315,"July 22, 2022"
30,Fellowship,,,,,Academic Health System,,"This 2-year training program is a critical care research fellowship conducted through the Critical Illness, Brain Dysfunction, and Survivorship (CIBS) Center at Vanderbilt University Medical Center with a teaching component provided through Lipscomb University College of Pharmacy.  The goal of the CIBS/Lipscomb Critical Care Fellowship is to benefit critical care though increasing the number of highly skilled research pharmacists to improve the lives of people affected by critical illness.  The CIBS Center, led by Wes Ely, MD, MPH and Pratik Pandharipande MD, MSc, is composed of an interprofessional group of clinicians and researchers who work with patients who are, or have been, critically ill and have suffered from delirium and are at risk for long-term cognitive, functional and neuropsychological impairments.",,,"Joanna Stollings, PharmD, FCCM, FCCP",Vanderbilt University Medical Center,2,"July 01, 2023","$54,800.00",1,,Southeast,,,https://www.lipscomb.edu/pharmacy/academic-programs/residency-and-fellowship-programs,,,"Joanna Stollings, PharmD, FCCM, FCCPVanderbilt University Medical Center1211 Medical Center DriveNashville, TN 37232(615) 343-5376 (Phone)joanna.stollings@vumc.org","Joanna Stollings, PharmD, FCCM, FCCPVanderbilt University Medical Center1211 Medical Center DriveNashville, TN 37232(615) 343-5376 (Phone)joanna.stollings@vumc.org",W-8053,"August 26, 2022"
31,Fellowship,,,,,College or University,,"The Western University of Health Sciences College of Pharmacy fellowship on digital health and informatics is a one-year position with a second-year option for qualified candidates. The fellow will learn about healthcare data analytics, machine learning, artificial intelligence applications in pharmacy, population health, and informatics skills. The fellowship will provide the training and experience needed to compete for positions in industry, hospital pharmacy, and academia. The fellow is expected to learn about grant writing, operational analytics, and lead research projects. Future interested applicants are encouraged to reach out with any questions. 
Application Requirements: CV, 3 letters of reference and a letter of intent (emailed directly to Dr. Roosan), and official transcript (mailed directly to Dr. Roosan)


",,,Don Roosan,Western University of Health Sciences,1,"September 11, 2023","$60,000.00",1,2,Pacific,2,32,https://www.westernu.edu/pharmacy/academic-programs/ pharmacy-dpp-postdoctoral-training/,,,"Don RoosanWestern University of Health Sciences309 E 2nd StPomona, CA 917669094698778 (Phone)9094695428","Don RoosanWestern University of Health Sciences309 E 2nd StPomona, CA 917669094698778 (Phone)9094695428",W-9468,"August 23, 2022"
32,Fellowship,,,,,College or University,,"The UCSF-Genentech Clinical Development Fellowship Program is an innovative, mentored experience combining academic clinical investigation & pharmaceutical industry training for PharmDs in early postdoctoral years. The program objective is to provide training in proper conduct of clinical trials, safety surveillance, and risk management, methodologies, & exposure to scientific and ethical issues in research and development. Fellows will participate in clinical research, patient care, and interdisciplinary didactics.  In partnership with Genentech, a leading biotechnology company in serious or life-threatening medical conditions, fellows will gain experience in clinical development and build core competencies in clinical & safety sciences in order to prepare them for exciting careers in the biotechnology/pharmaceutical industry.
",,,"Jennifer Cocohoba, PharmD",University of California San Francisco,2,"July 01, 2023","$58,000.00",2,1,Pacific,,,https://pharm.ucsf.edu/ucsf-genentech,https://www.youtube.com/channel/UCOnDmFibNVeuk3X7dv_lqpA,,"Jennifer Cocohoba, PharmDUniversity of California San Francisco521 Parnassus Avenue3rd FloorSan Francisco, CA 941434155140892 (Phone)ClinicalPharmacyFellowships@ucsf.edu","Jennifer Cocohoba, PharmDUniversity of California San Francisco521 Parnassus Avenue3rd FloorSan Francisco, CA 941434155140892 (Phone)ClinicalPharmacyFellowships@ucsf.edu",W-7268,"July 26, 2022"
33,Fellowship,,,,,College or University,,"This two-year fellowship program will provide post-doctoral education and training in all aspects of drug development. It is offered in collaboration with Vanadro Drug Development Consulting (https://www.vanadro.com/). Some activities of the fellowship will include didactic course work related to various aspects of drug development, interacting with research companies, researchers and governmental agencies, analysis of data from clinical trials, writing reports related to drug products being developed, and teaching pharmacy students.  Applicants should submit a letter of interest, current curriculum vitae, two letters of recommendation, and a list of references. Applications must be submitted and completed online at https://drake.HireTouch.com.",,,Erik Maki,Drake University,2,"July 01, 2022",$0.00,1,,Midwest,,,https://www.drake.edu/cphs/vanadro/,,,"Erik MakiDrake UniversityCollege of Pharmacy and Health Sciences2507 University AveDes Moines, IA 50311(515) 326-0171 (Phone)erik.maki@drake.edu","Erik MakiDrake UniversityCollege of Pharmacy and Health Sciences2507 University AveDes Moines, IA 50311(515) 326-0171 (Phone)erik.maki@drake.edu",W-7807,"July 18, 2022"
34,Fellowship,,,,,College or University,,"The UNC Eshelman School of Pharmacy, in cooperation with PPD, offers fellowships in Clinical Research/Drug Development. The Drug Development program provides training and experience in the conduct of clinical drug trials, participation in clinical research projects under the direction of a UNC faculty member and an industry preceptor, didactic instruction in courses that supplement training and professional interests, and exposure to ethical, legal, and regulatory issues in research involving investigational and marketed drugs.
",,,Jo Ellen Rodgers,"University of North Carolina at Chapel Hill, Eshelman School of Pharmacy",2,"July 01, 2023","$53,000.00",1,,Southeast,,,,https://go.unc.edu/esopDPET,,"Jo Ellen RodgersUniversity of North Carolina at Chapel Hill, Eshelman School of Pharmacy3215 Kerr Hall Campus Box 7569Chapel Hill, NC 275999199622249 (Phone)jerodgers@unc.edu","Jo Ellen RodgersUniversity of North Carolina at Chapel Hill, Eshelman School of Pharmacy3215 Kerr Hall Campus Box 7569Chapel Hill, NC 275999199622249 (Phone)jerodgers@unc.edu",W-9388,"August 15, 2022"
35,Fellowship,,,,,,,"Innovative post-Pharm.D. fellowships that provide extensive training in the pharmaceutical industry.  Programs are a joint effort between Rutgers University and major multinational corporations. Emphasis can be in Drug Information, Marketing, Medical Affairs, Medical Information, Market Research,  Strategic Intelligence, Scientific Publications, or Scientific Affairs. University-based experiences include collaborative research, teaching, practice rotations, seminars, and publication opportunities. These fellowships are ideal for individuals considering innovative practice options within the pharmaceutical industry.",,,"Joseph A. Barone, Pharm.D., FCCP",Rutgers University,2,"July 01, 2022","$50,000.00",25,,,,,http://pharmafellows.rutgers.edu/home/index.php,,,"Joseph A. Barone, Pharm.D., FCCPRutgers UniversityErnest Mario School of Pharmacy160 Frelinghuysen RoadPiscataway, NJ 08854-8020(848)445-6814 (Phone)ifellows@pharmacy.rutgers.edu","Joseph A. Barone, Pharm.D., FCCPRutgers UniversityErnest Mario School of Pharmacy160 Frelinghuysen RoadPiscataway, NJ 08854-8020(848)445-6814 (Phone)ifellows@pharmacy.rutgers.edu",W-4714,"August 20, 2021"
36,Fellowship,,,,,,,"Innovative post-Pharm.D. fellowships that provide extensive training in the pharmaceutical industry. Programs are a joint effort between Rutgers University and many major multinational corporations. Focus can be placed in Clinical R&D, Clinical Safety & Epidemiology, Clinical Operations, Clinical Pharmacology, Consumer Health, Drug Safety, International Operations, Marketing, Medical Affairs, Medical Pharmacoeconomics, Pharmacogenomics, Risk Management, Regulatory Affairs, or Scientific Affairs. Select one year progarms are also available in medical information, market research, and medical education. University-based experiences include collaborative research, teaching, practice rotations, seminars, and scholarly opportunities. This program is ideal for those individuals considering practice options within the pharmaceutical industry.",,,"Joseph A. Barone, Pharm.D., FCCP",Rutgers University,2,"July 01, 2022","$50,000.00",25,,,,,http://pharmafellows.rutgers.edu/home/index.php,,,"Joseph A. Barone, Pharm.D., FCCPRutgers UniversityErnest Mario School of Pharmacy160 Frelinghuysen RoadPiscataway, NJ 08854-8020(848)445-6814 (Phone)ifellows@pharmacy.rutgers.edu","Joseph A. Barone, Pharm.D., FCCPRutgers UniversityErnest Mario School of Pharmacy160 Frelinghuysen RoadPiscataway, NJ 08854-8020(848)445-6814 (Phone)ifellows@pharmacy.rutgers.edu",W-3962,"August 20, 2021"
37,Fellowship,,,,,Academic Health System,,"Clinical Sciences Research is located on one campus of the tri-divisional Charleston Area Medical Center, the state's largest medical center. The goal of the fellowship is to prepare the fellow for a career in academics or the pharmaceutical industry. Experiences include proper design and conduct of Phase II-IV clinical trials and exposure to ethical, legal and regulatory issues in drug and device research. The fellow will participate in hypothesis development, protocol writing, IRB submission, grant seeking, data collection, analysis and interpretation, preparation of abstracts and manuscripts, and research presentations. Preceptorship opportunities of doctoral candidates and residents are available.",,,"B. Daniel Lucas, Jr., Pharm.D.",Charleston Area Medical Center Health Education and Research,2,"July 01, 2022","$42,519.00",1,99,Southeast,,,http://www.camcinstitute.org,,,"B. Daniel Lucas, Jr., Pharm.D.Charleston Area Medical Center Health Education and Research3211 MacCorkle Avenue SECharleston, WV 25304(304) 388-9913 (Phone)dan.lucas@camc.org","B. Daniel Lucas, Jr., Pharm.D.Charleston Area Medical Center Health Education and Research3211 MacCorkle Avenue SECharleston, WV 25304(304) 388-9913 (Phone)dan.lucas@camc.org",W-3961,"July 15, 2022"
38,Fellowship,,,,,Other,,"InpharmD is a mobile platform maintained by drug information specialists. We serve health care practitioners at subscribing health systems by formulating drug information responses, formulary management, and education outreach. Using integrated technology and clinical literature synthesis, we allow our clients to practice the highest level of evidence-based medicine.

Fellows will receive formal drug information training in preparation for careers in industry, health systems, managed care, academia, and regulatory affairs.  ",,,"Rebecca Hoover, PharmD, MBA, BCPS",InpharmD,1,"July 03, 2023","$50,000.00",3,,Southeast,,,http://inpharmd.com,,@inpharmd,"Rebecca Hoover, PharmD, MBA, BCPSInpharmD3423 PIEDMONT RD NEATLANTA, GA 3030517512083516231 (Phone)Rebecca@inpharmd.com","Rebecca Hoover, PharmD, MBA, BCPSInpharmD3423 PIEDMONT RD NEATLANTA, GA 3030517512083516231 (Phone)Rebecca@inpharmd.com",W-7744,"August 01, 2022"
39,Fellowship,,,,,College or University,,"The Drug Information Fellowship position at Touro College of Pharmacy in New York is a 12-month program designed to prepare the pharmacy professional interested in a career in drug information or medical information. The drug information fellow will be based in our academic drug information center, with the opportunity to collaborate on projects with partner organizations. Throughout the program, the fellow will develop into a drug information specialist, acquiring advanced skills in medical information and drug information across various practice settings. The program also includes opportunities for experience in pharmacy education and academia through the completion of teaching and leadership certificates as well as through teaching and precepting student pharmacists at the College.",,,"Anastasiya Shor, PharmD, BCPS",Touro College of Pharmacy,1,"July 01, 2023","$55,000.00",1,,Northeast,,,https://tcop.touro.edu/post-doctoral-programs/drug-information-fellowship/,,,"Anastasiya Shor, PharmD, BCPSTouro College of Pharmacy2090 Adam Clayton Powell Jr. BlvdRoom 512 New York, NY 10027646-981-4700 (Phone)ashor4@touro.edu","Anastasiya Shor, PharmD, BCPSTouro College of Pharmacy2090 Adam Clayton Powell Jr. BlvdRoom 512 New York, NY 10027646-981-4700 (Phone)ashor4@touro.edu",W-9522,"August 31, 2022"
40,Fellowship,,,,,Other,,"This program is a 2-year, drug information and corporate management-focused post-graduate program located in Nashville, TN. During the 1st year, the fellow will assist in managing a drug information center and teach in drug information courses as an adjunct professor at Belmont University. Fellows have the opportunity to pursue research projects and act as a preceptor for APPE students. The fellow will also complete a Teaching Certificate Program. During the 2nd year at HealthTrust, a national GPO, the fellow will gain experience at a large healthcare corporation by engaging with the pharmacy department and supporting a pharmacy drug information service. Precepting students, conducting evidence reviews, and learning how to navigate a complex healthcare environment are a few of the experiences gained upon completion of this fellowship.",,,Genevieve Engle,Belmont University / HealthTrust,2,"June 01, 2023","$53,000.00",1,1,Southeast,,,http://www.belmont.edu/pharmacy/academics/fellowships.html,,,"Genevieve EngleBelmont University / HealthTrust1900 Belmont BlvdNashville, TN 37211615-460-8382 (Phone)healthtrustfellows@gmail.com","Genevieve EngleBelmont University / HealthTrust1900 Belmont BlvdNashville, TN 37211615-460-8382 (Phone)healthtrustfellows@gmail.com",W-8073,"July 19, 2022"
41,Fellowship,,,,,Other,,"The Clinical Pharmacist Fellowship in Drug Information offers an intensive two-year postgraduate training program focused in drug information, evidence-based practice, toxicology, teaching and research. The fellow will spend one year at each practice site.
The Aegis experience will allow the fellow to expand their clinical knowledge and become proficient in medication compliance testing and interpretation. The program will strengthen their research, writing, presentation and drug information skills. The Belmont University experience will provide the fellow with exposure to academia by providing didactic and experiential training to students. The fellow will also serve as a drug information specialist within the Christy Houston Foundation Drug Information Center. ",,,Genevieve Engle ,Belmont University / Aegis Sciences Corporation,2,"June 01, 2022","$53,000.00",1,1,Southeast,,,https://www.belmont.edu/pharmacy/academics/fellowships.html,,,"Genevieve Engle Belmont University / Aegis Sciences Corporation1900 Belmont Blvd.Nashville, TN 372126154608382 (Phone)clinicalpharmaegisfellows@gmail.com","Genevieve Engle Belmont University / Aegis Sciences Corporation1900 Belmont Blvd.Nashville, TN 372126154608382 (Phone)clinicalpharmaegisfellows@gmail.com",W-8087,"October 07, 2021"
